0.0681818	0.181818	0.0909091	0.113636	0.159091	0.295455	0.0909091
0.037037	0.037037	0.185185	0.0740741	0.259259	0.259259	0.148148
0.0035461	0.450355	0.131206	0.0851064	0.0035461	0.27305	0.0531915
0.115385	0.0384615	0.615385	0.0384615	0.0769231	0.0769231	0.0384615
0.015873	0.015873	0.0396825	0.484127	0.00793651	0.253968	0.18254
0.05	0.15	0.1	0.3	0.1	0.05	0.25
0.037037	0.037037	0.037037	0.037037	0.740741	0.0740741	0.037037
0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857
0.0175439	0.0526316	0.0175439	0.175439	0.45614	0.22807	0.0526316
0.0952381	0.0952381	0.047619	0.428571	0.0793651	0.190476	0.0634921
0.0196078	0.0392157	0.333333	0.0980392	0.215686	0.254902	0.0392157
0.0588235	0.441176	0.176471	0.176471	0.0294118	0.0882353	0.0294118
0.0543478	0.0108696	0.130435	0.0869565	0.380435	0.326087	0.0108696
0.015625	0.078125	0.015625	0.015625	0.171875	0.578125	0.125
0.0142857	0.0642857	0.178571	0.282143	0.0678571	0.289286	0.103571
0.034965	0.027972	0.111888	0.048951	0.699301	0.048951	0.027972
0.0909091	0.0909091	0.454545	0.0909091	0.0454545	0.136364	0.0909091
0.1	0.04	0.02	0.02	0.66	0.14	0.02
0.0222222	0.6	0.0444444	0.0444444	0.0444444	0.155556	0.0888889
0.0138889	0.0972222	0.138889	0.180556	0.458333	0.0833333	0.0277778
0.0163934	0.0163934	0.0163934	0.0983607	0.0163934	0.557377	0.278689
0.0208333	0.0208333	0.5	0.229167	0.0416667	0.104167	0.0833333
0.02	0.08	0.02	0.06	0.02	0.4	0.4
0.125	0.125	0.25	0.125	0.125	0.125	0.125
0.106383	0.0425532	0.0212766	0.319149	0.0638298	0.340426	0.106383
0.12	0.04	0.04	0.04	0.08	0.36	0.32
0.208333	0.0416667	0.0416667	0.0416667	0.291667	0.333333	0.0416667
0.538462	0.0769231	0.0769231	0.0769231	0.0769231	0.0769231	0.0769231
0.0588235	0.352941	0.0588235	0.235294	0.0588235	0.117647	0.117647
0.00409277	0.515689	0.0109141	0.126876	0.00818554	0.00545703	0.328786
0.0645161	0.0967742	0.0645161	0.0645161	0.258065	0.419355	0.0322581
