0.0869565	0.0869565	0.108696	0.173913	0.0869565	0.0869565	0.0217391	0.0869565	0.26087
0.0344828	0.0344828	0.275862	0.344828	0.172414	0.0344828	0.0344828	0.0344828	0.0344828
0.0809859	0.0633803	0.144366	0.0176056	0.295775	0.00704225	0.0176056	0.0457746	0.327465
0.285714	0.0357143	0.0357143	0.25	0.107143	0.0714286	0.142857	0.0357143	0.0357143
0.0390625	0.226562	0.289062	0.0078125	0.132812	0.0390625	0.0078125	0.242188	0.015625
0.0909091	0.272727	0.136364	0.0454545	0.0909091	0.0454545	0.0454545	0.181818	0.0909091
0.0689655	0.0344828	0.0689655	0.517241	0.0689655	0.0344828	0.0344828	0.137931	0.0344828
0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111
0.0338983	0.20339	0.135593	0.423729	0.0847458	0.0508475	0.0169492	0.0338983	0.0169492
0.0153846	0.292308	0.123077	0.0615385	0.215385	0.0461538	0.0307692	0.184615	0.0307692
0.0377358	0.113208	0.0377358	0.45283	0.150943	0.0943396	0.0188679	0.0188679	0.0754717
0.166667	0.111111	0.0833333	0.0555556	0.0555556	0.0833333	0.0277778	0.0555556	0.361111
0.0319149	0.12766	0.0531915	0.521277	0.138298	0.0851064	0.0212766	0.0106383	0.0106383
0.030303	0.19697	0.348485	0.106061	0.0757576	0.030303	0.0606061	0.106061	0.0454545
0.156028	0.205674	0.202128	0.0141844	0.212766	0.0921986	0.0390071	0.0390071	0.0390071
0.0689655	0.0551724	0.00689655	0.641379	0.137931	0.00689655	0.0482759	0.00689655	0.0275862
0.125	0.0833333	0.0416667	0.375	0.125	0.125	0.0416667	0.0416667	0.0416667
0.0192308	0.134615	0.0576923	0.5	0.153846	0.0384615	0.0576923	0.0192308	0.0192308
0.0212766	0.0638298	0.0212766	0.0212766	0.0638298	0.0212766	0.0425532	0.0212766	0.723404
0.0405405	0.189189	0.0135135	0.391892	0.162162	0.027027	0.027027	0.0135135	0.135135
0.015873	0.047619	0.492063	0.031746	0.015873	0.015873	0.015873	0.31746	0.047619
0.44	0.22	0.06	0.06	0.08	0.06	0.02	0.04	0.02
0.0192308	0.0576923	0.653846	0.0384615	0.0384615	0.0192308	0.0384615	0.0769231	0.0576923
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2
0.0204082	0.55102	0.0408163	0.0204082	0.163265	0.0408163	0.0612245	0.0612245	0.0408163
0.037037	0.037037	0.0740741	0.111111	0.111111	0.148148	0.0740741	0.37037	0.037037
0.0769231	0.269231	0.115385	0.0384615	0.0769231	0.0769231	0.153846	0.0384615	0.153846
0.0666667	0.0666667	0.0666667	0.0666667	0.0666667	0.2	0.266667	0.133333	0.0666667
0.105263	0.210526	0.157895	0.0526316	0.105263	0.0526316	0.0526316	0.210526	0.0526316
0.00816327	0.0748299	0.00544218	0.00544218	0.0258503	0.00680272	0.00136054	0.861224	0.0108844
0.0606061	0.272727	0.151515	0.212121	0.121212	0.030303	0.0606061	0.030303	0.0606061
0.0645161	0.0322581	0.290323	0.0322581	0.451613	0.0322581	0.0322581	0.0322581	0.0322581
0.0634921	0.015873	0.0634921	0.206349	0.0793651	0.047619	0.031746	0.142857	0.349206
0.0461538	0.0307692	0.415385	0.0923077	0.230769	0.0461538	0.0923077	0.0307692	0.0153846
0.115044	0.132743	0.141593	0.00884956	0.415929	0.0707965	0.00884956	0.00884956	0.0973451
0.0164835	0.0989011	0.164835	0.010989	0.0879121	0.00549451	0.00549451	0.604396	0.00549451
0.1	0.1	0.05	0.4	0.05	0.15	0.05	0.05	0.05
