0.26087	0.282609	0.0217391	0.0217391	0.23913	0.0434783	0.0434783	0.0434783	0.0434783
0.37931	0.0344828	0.103448	0.0344828	0.0689655	0.275862	0.0344828	0.0344828	0.0344828
0.0316901	0.169014	0.0211268	0.00352113	0.102113	0.172535	0.0739437	0.419014	0.00704225
0.5	0.0357143	0.107143	0.0714286	0.0714286	0.0714286	0.0357143	0.0714286	0.0357143
0.015625	0.0390625	0.0078125	0.25	0.25	0.078125	0.328125	0.0234375	0.0078125
0.0909091	0.0454545	0.0909091	0.0454545	0.227273	0.181818	0.136364	0.0909091	0.0909091
0.62069	0.0344828	0.0344828	0.0689655	0.103448	0.0344828	0.0344828	0.0344828	0.0344828
0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111
0.40678	0.0169492	0.0169492	0.0338983	0.20339	0.0847458	0.0508475	0.169492	0.0169492
0.0461538	0.169231	0.0153846	0.0769231	0.215385	0.138462	0.184615	0.123077	0.0307692
0.566038	0.0377358	0.0377358	0.0188679	0.0566038	0.207547	0.0188679	0.0188679	0.0377358
0.166667	0.194444	0.222222	0.0277778	0.0555556	0.111111	0.0277778	0.166667	0.0277778
0.553191	0.0531915	0.0212766	0.0851064	0.180851	0.0425532	0.0212766	0.0212766	0.0212766
0.0454545	0.030303	0.030303	0.030303	0.166667	0.287879	0.0757576	0.30303	0.030303
0.0319149	0.120567	0.163121	0.035461	0.234043	0.234043	0.0283688	0.14539	0.0070922
0.572414	0.0689655	0.103448	0.0275862	0.0758621	0.00689655	0.00689655	0.110345	0.0275862
0.5	0.0833333	0.0416667	0.125	0.0416667	0.0833333	0.0416667	0.0416667	0.0416667
0.557692	0.0961538	0.0192308	0.0576923	0.153846	0.0384615	0.0192308	0.0384615	0.0192308
0.0425532	0.659574	0.0212766	0.0425532	0.0425532	0.0851064	0.0212766	0.0638298	0.0212766
0.310811	0.027027	0.0135135	0.0135135	0.283784	0.0135135	0.0135135	0.27027	0.0540541
0.047619	0.031746	0.015873	0.031746	0.126984	0.380952	0.333333	0.015873	0.015873
0.04	0.02	0.48	0.02	0.24	0.04	0.06	0.08	0.02
0.0576923	0.0576923	0.0192308	0.0192308	0.192308	0.538462	0.0576923	0.0192308	0.0384615
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2
0.0204082	0.0816327	0.0408163	0.122449	0.489796	0.0816327	0.0816327	0.0612245	0.0204082
0.037037	0.111111	0.037037	0.037037	0.0740741	0.185185	0.333333	0.111111	0.0740741
0.0384615	0.0384615	0.0384615	0.0384615	0.230769	0.0769231	0.0384615	0.461538	0.0384615
0.0666667	0.0666667	0.133333	0.2	0.0666667	0.0666667	0.0666667	0.0666667	0.266667
0.105263	0.105263	0.0526316	0.210526	0.0526316	0.105263	0.157895	0.157895	0.0526316
0.00408163	0.00680272	0.0136054	0.0285714	0.0530612	0.00680272	0.87483	0.0108844	0.00136054
0.242424	0.0606061	0.030303	0.0606061	0.121212	0.363636	0.030303	0.0606061	0.030303
0.0322581	0.225806	0.0322581	0.0645161	0.0645161	0.483871	0.0322581	0.0322581	0.0322581
0.142857	0.365079	0.0634921	0.015873	0.031746	0.0634921	0.0952381	0.206349	0.015873
0.0615385	0.0153846	0.0769231	0.0307692	0.0923077	0.4	0.0153846	0.123077	0.184615
