0.317073	0.317073	0.317073	0.0487805
0.166667	0.208333	0.458333	0.166667
0.240143	0.401434	0.146953	0.21147
0.130435	0.0434783	0.782609	0.0434783
0.333333	0.00813008	0.0813008	0.577236
0.411765	0.0588235	0.0588235	0.470588
0.208333	0.0833333	0.666667	0.0416667
0.25	0.25	0.25	0.25
0.240741	0.0185185	0.574074	0.166667
0.516667	0.0833333	0.116667	0.283333
0.395833	0.0416667	0.541667	0.0208333
0.290323	0.387097	0.225806	0.0967742
0.52809	0.0449438	0.404494	0.0224719
0.360656	0.0655738	0.0983607	0.47541
0.422383	0.0902527	0.166065	0.3213
0.25	0.0928571	0.65	0.00714286
0.263158	0.0526316	0.631579	0.0526316
0.255319	0.0425532	0.638298	0.0638298
0.285714	0.571429	0.0238095	0.119048
0.202899	0.188406	0.434783	0.173913
0.293103	0.0517241	0.0172414	0.637931
0.288889	0.0666667	0.488889	0.155556
0.276596	0.106383	0.0212766	0.595745
0.2	0.2	0.4	0.2
0.840909	0.0227273	0.0227273	0.113636
0.272727	0.0909091	0.0454545	0.590909
0.761905	0.0952381	0.0952381	0.047619
0.4	0.4	0.1	0.1
0.428571	0.0714286	0.0714286	0.428571
0.0424658	0.0205479	0.0205479	0.916438
0.428571	0.0357143	0.357143	0.178571
0.230769	0.269231	0.0384615	0.461538
0.172414	0.413793	0.258621	0.155172
0.5	0.133333	0.116667	0.25
0.546296	0.203704	0.166667	0.0833333
0.20904	0.00564972	0.00564972	0.779661
0.266667	0.0666667	0.6	0.0666667
0.4	0.04	0.52	0.04
0.387097	0.33871	0.129032	0.145161
0.0814607	0.0786517	0.797753	0.0421348
0.625	0.0113636	0.0340909	0.329545
0.449438	0.0224719	0.101124	0.426966
0.117647	0.294118	0.235294	0.352941
0.338462	0.307692	0.2	0.153846
0.270471	0.0148883	0.0794045	0.635236
0.0104167	0.901042	0.0260417	0.0625
0.3125	0.1875	0.15625	0.34375
0.213836	0.0754717	0.666667	0.0440252
0.666667	0.0606061	0.030303	0.242424
0.959016	0.0163934	0.0163934	0.00819672
0.770833	0.0416667	0.104167	0.0833333
0.344828	0.0344828	0.586207	0.0344828
0.688525	0.0327869	0.25	0.0286885
0.191011	0.0561798	0.730337	0.0224719
0.434783	0.26087	0.0869565	0.217391
0.307692	0.025641	0.25641	0.410256
0.472222	0.0138889	0.0555556	0.458333
0.19403	0.0298507	0.0597015	0.716418
0.333333	0.208333	0.25	0.208333
0.487805	0.317073	0.0731707	0.121951
0.72	0.16	0.04	0.08
0.574468	0.0212766	0.0425532	0.361702
0.268293	0.195122	0.390244	0.146341
0.408163	0.510204	0.0408163	0.0408163
0.365854	0.121951	0.365854	0.146341
0.46875	0.46875	0.03125	0.03125
0.272727	0.0454545	0.636364	0.0454545
0.212121	0.181818	0.515152	0.0909091
0.408451	0.140845	0.028169	0.422535
0.666667	0.133333	0.0666667	0.133333
0.32	0.04	0.6	0.04
0.384615	0.0769231	0.230769	0.307692
0.722222	0.0555556	0.166667	0.0555556
0.636364	0.136364	0.136364	0.0909091
0.208861	0.0316456	0.0443038	0.71519
0.923077	0.0384615	0.0192308	0.0192308
0.839286	0.0178571	0.107143	0.0357143
0.3	0.05	0.6	0.05
0.370968	0.0806452	0.0322581	0.516129
0.526316	0.105263	0.210526	0.157895
0.538462	0.307692	0.0769231	0.0769231
0.511628	0.0930233	0.232558	0.162791
0.396825	0.0952381	0.285714	0.222222
0.30303	0.333333	0.30303	0.0606061
0.375	0.125	0.125	0.375
0.25	0.25	0.25	0.25
0.615385	0.153846	0.153846	0.0769231
0.25	0.25	0.25	0.25
0.425	0.025	0.525	0.025
0.512195	0.097561	0.292683	0.097561
0.583333	0.0833333	0.208333	0.125
0.290043	0.021645	0.021645	0.666667
0.95	0.0166667	0.0166667	0.0166667
0.692308	0.128205	0.025641	0.153846
0.295455	0.0681818	0.613636	0.0227273
0.147368	0.0105263	0.0105263	0.831579
0.666667	0.0555556	0.111111	0.166667
0.212598	0.023622	0.015748	0.748031
0.181818	0.363636	0.272727	0.181818
0.6875	0.0625	0.125	0.125
0.416667	0.25	0.0833333	0.25
0.939189	0.0101351	0.0236486	0.027027
0.218585	0.0369588	0.715945	0.0285111
0.333333	0.0833333	0.416667	0.166667
0.555556	0.034188	0.034188	0.376068
0.74	0.06	0.02	0.18
0.187638	0.0198675	0.699779	0.0927152
0.428571	0.285714	0.0714286	0.214286
0.657604	0.0253456	0.00829493	0.308756
0.62963	0.148148	0.111111	0.111111
0.3	0.0333333	0.433333	0.233333
0.521739	0.217391	0.0434783	0.217391
0.361446	0.0240964	0.0421687	0.572289
0.581818	0.0181818	0.381818	0.0181818
0.225806	0.0645161	0.645161	0.0645161
0.047619	0.047619	0.809524	0.0952381
0.0857143	0.428571	0.457143	0.0285714
0.636364	0.136364	0.136364	0.0909091
0.0769231	0.027972	0.0699301	0.825175
0.571429	0.114286	0.142857	0.171429
0.619048	0.0238095	0.0952381	0.261905
0.772973	0.0324324	0.178378	0.0162162
0.416667	0.0666667	0.5	0.0166667
0.757143	0.0857143	0.0714286	0.0857143
0.6	0.28	0.04	0.08
0.164223	0.290323	0.343109	0.202346
0.304688	0.0234375	0.65625	0.015625
0.594843	0.053407	0.0239411	0.327808
0.25	0.125	0.5625	0.0625
0.840708	0.0176991	0.106195	0.0353982
0.553191	0.12766	0.297872	0.0212766
0.409091	0.0227273	0.522727	0.0454545
0.40367	0.0550459	0.0275229	0.513761
0.776042	0.03125	0.161458	0.03125
0.617647	0.117647	0.0294118	0.235294
0.745455	0.0545455	0.163636	0.0363636
0.153846	0.230769	0.115385	0.5
0.0149254	0.333333	0.532338	0.119403
0.266667	0.0666667	0.0444444	0.622222
0.625	0.125	0.125	0.125
0.695035	0.0567376	0.0638298	0.184397
0.30303	0.030303	0.636364	0.030303
0.25	0.25	0.25	0.25
0.111111	0.0555556	0.666667	0.166667
0.5	0.125	0.125	0.25
0.166667	0.166667	0.333333	0.333333
0.416667	0.0833333	0.416667	0.0833333
0.277778	0.111111	0.5	0.111111
0.789474	0.0263158	0.131579	0.0526316
0.454545	0.38961	0.0519481	0.103896
0.588235	0.0252101	0.327731	0.0588235
0.235119	0.00297619	0.0178571	0.744048
0.151515	0.0606061	0.757576	0.030303
0.849558	0.0442478	0.0353982	0.0707965
0.692308	0.0769231	0.0769231	0.153846
0.111111	0.111111	0.611111	0.166667
0.736842	0.105263	0.105263	0.0526316
0.383333	0.0166667	0.433333	0.166667
0.25	0.125	0.125	0.5
0.40625	0.0833333	0.0208333	0.489583
0.428571	0.142857	0.142857	0.285714
0.1875	0.375	0.0625	0.375
0.65	0.05	0.25	0.05
0.461538	0.153846	0.307692	0.0769231
0.744186	0.0232558	0.116279	0.116279
0.155844	0.142857	0.519481	0.181818
0.25	0.25	0.25	0.25
0.529412	0.0352941	0.411765	0.0235294
0.463768	0.481884	0.0253623	0.0289855
0.4375	0.03125	0.5	0.03125
0.386792	0.0377358	0.0660377	0.509434
0.380952	0.428571	0.142857	0.047619
0.36	0.4	0.08	0.16
0.27027	0.0405405	0.0135135	0.675676
0.222222	0.222222	0.444444	0.111111
0.545455	0.0454545	0.0113636	0.397727
0.542857	0.171429	0.0285714	0.257143
0.2	0.0666667	0.156667	0.576667
0.351351	0.0540541	0.324324	0.27027
0.269978	0.0107991	0.0302376	0.688985
0.533333	0.0333333	0.377778	0.0555556
0.320442	0.508287	0.0331492	0.138122
0.208333	0.0357143	0.0238095	0.732143
0.722222	0.0555556	0.0555556	0.166667
0.125	0.125	0.125	0.625
0.147727	0.0113636	0.511364	0.329545
0.617143	0.114286	0.182857	0.0857143
0.123451	0.0734513	0.761947	0.0411504
0.44086	0.419355	0.0537634	0.0860215
0.361111	0.444444	0.0277778	0.166667
0.585714	0.0285714	0.285714	0.1
0.285714	0.428571	0.142857	0.142857
0.689655	0.206897	0.0344828	0.0689655
0.333333	0.0909091	0.424242	0.151515
0.224138	0.603448	0.0172414	0.155172
0.288235	0.0235294	0.0176471	0.670588
0.111111	0.111111	0.666667	0.111111
0.231214	0.179191	0.49711	0.0924855
0.55	0.2	0.05	0.2
0.565789	0.0131579	0.0394737	0.381579
0.352941	0.294118	0.117647	0.235294
0.490566	0.0188679	0.471698	0.0188679
0.563636	0.0181818	0.0363636	0.381818
0.380282	0.140845	0.450704	0.028169
0.222222	0.0123457	0.037037	0.728395
0.478261	0.0434783	0.413043	0.0652174
0.285714	0.0952381	0.47619	0.142857
0.270833	0.333333	0.25	0.145833
0.761905	0.047619	0.166667	0.0238095
0.377778	0.577778	0.0222222	0.0222222
0.242424	0.151515	0.545455	0.0606061
0.882353	0.0588235	0.0196078	0.0392157
0.162765	0.0278707	0.0200669	0.789298
0.512195	0.349593	0.097561	0.0406504
0.27381	0.0714286	0.380952	0.27381
0.418605	0.0465116	0.465116	0.0697674
0.692308	0.0769231	0.153846	0.0769231
0.7	0.1	0.1	0.1
0.403175	0.0380952	0.501587	0.0571429
0.56383	0.0132979	0.0345745	0.388298
0.3125	0.025	0.075	0.5875
