0.227273	0.181818	0.0454545	0.0454545	0.272727	0.159091	0.0681818
0.037037	0.037037	0.222222	0.037037	0.333333	0.296296	0.037037
0.0425532	0.131206	0.106383	0.29078	0.0673759	0.234043	0.12766
0.0384615	0.0769231	0.115385	0.0384615	0.615385	0.0769231	0.0384615
0.0873016	0.047619	0.0714286	0.015873	0.00793651	0.293651	0.47619
0.25	0.05	0.05	0.05	0.05	0.25	0.3
0.111111	0.0740741	0.037037	0.037037	0.62963	0.0740741	0.037037
0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857
0.0175439	0.0701754	0.0175439	0.0350877	0.508772	0.298246	0.0526316
0.142857	0.190476	0.047619	0.031746	0.0634921	0.269841	0.253968
0.0196078	0.0784314	0.0392157	0.0392157	0.627451	0.176471	0.0196078
0.176471	0.411765	0.117647	0.0882353	0.0882353	0.0588235	0.0588235
0.076087	0.0434783	0.0652174	0.0434783	0.478261	0.271739	0.0217391
0.03125	0.03125	0.03125	0.046875	0.109375	0.640625	0.109375
0.132143	0.1	0.196429	0.0535714	0.025	0.414286	0.0785714
0.195804	0.0699301	0.118881	0.034965	0.559441	0.013986	0.00699301
0.0909091	0.0909091	0.0454545	0.0454545	0.636364	0.0454545	0.0454545
0.1	0.04	0.02	0.04	0.6	0.18	0.02
0.0444444	0.711111	0.0222222	0.0222222	0.0666667	0.111111	0.0222222
0.138889	0.180556	0.0555556	0.0694444	0.333333	0.194444	0.0277778
0.131148	0.0491803	0.0163934	0.0163934	0.0163934	0.459016	0.311475
0.0625	0.0416667	0.541667	0.0208333	0.0208333	0.229167	0.0833333
0.02	0.08	0.04	0.02	0.02	0.66	0.16
0.125	0.125	0.25	0.125	0.125	0.125	0.125
0.425532	0.0212766	0.0212766	0.0638298	0.0638298	0.340426	0.0638298
0.12	0.12	0.04	0.08	0.04	0.28	0.32
0.291667	0.0833333	0.0416667	0.25	0.0833333	0.166667	0.0833333
0.307692	0.0769231	0.153846	0.230769	0.0769231	0.0769231	0.0769231
0.235294	0.294118	0.0588235	0.0588235	0.0588235	0.0588235	0.235294
0.0231924	0.0095498	0.0122783	0.0109141	0.00545703	0.0272851	0.911323
0.129032	0.0967742	0.0645161	0.0645161	0.258065	0.354839	0.0322581
0.0344828	0.0689655	0.275862	0.0689655	0.0689655	0.448276	0.0344828
0.0327869	0.42623	0.196721	0.0655738	0.147541	0.0491803	0.0819672
0.0634921	0.015873	0.0952381	0.253968	0.0952381	0.460317	0.015873
0.162162	0.243243	0.207207	0.018018	0.036036	0.315315	0.018018
0.0111111	0.00555556	0.0111111	0.00555556	0.0111111	0.305556	0.65
0.222222	0.0555556	0.111111	0.0555556	0.444444	0.0555556	0.0555556
0.0357143	0.0357143	0.0714286	0.0357143	0.5	0.25	0.0714286
0.123077	0.184615	0.107692	0.246154	0.0307692	0.292308	0.0153846
0.00278552	0.139276	0.48468	0.00278552	0.300836	0.0473538	0.0222841
0.131868	0.0769231	0.0549451	0.021978	0.021978	0.549451	0.142857
0.130435	0.0652174	0.0108696	0.0543478	0.076087	0.456522	0.206522
0.05	0.1	0.3	0.05	0.1	0.15	0.25
0.0882353	0.411765	0.132353	0.0147059	0.102941	0.147059	0.102941
0.0394089	0.0862069	0.0714286	0.00738916	0.0147783	0.694581	0.0862069
0.0102564	0.0102564	0.0358974	0.882051	0.0205128	0.00512821	0.0358974
0.171429	0.228571	0.0571429	0.0285714	0.0571429	0.228571	0.228571
0.0679012	0.0925926	0.567901	0.0246914	0.0555556	0.179012	0.0123457
0.194444	0.0277778	0.0277778	0.0277778	0.0555556	0.5	0.166667
0.866397	0.0161943	0.0121457	0.00404858	0.00404858	0.0850202	0.0121457
0.588235	0.0392157	0.0784314	0.0196078	0.0588235	0.176471	0.0392157
0.09375	0.03125	0.03125	0.03125	0.75	0.03125	0.03125
0.489879	0.0404858	0.0890688	0.0526316	0.174089	0.137652	0.0161943
0.076087	0.0108696	0.0326087	0.0326087	0.815217	0.0108696	0.0217391
0.615385	0.0384615	0.0384615	0.0384615	0.0384615	0.0384615	0.192308
0.261905	0.0238095	0.119048	0.0714286	0.0714286	0.166667	0.285714
0.16	0.0666667	0.0533333	0.0133333	0.04	0.48	0.186667
0.0571429	0.0142857	0.0285714	0.0142857	0.0714286	0.314286	0.5
0.148148	0.0740741	0.037037	0.259259	0.222222	0.222222	0.037037
0.204545	0.409091	0.0454545	0.0227273	0.0227273	0.272727	0.0227273
0.214286	0.0714286	0.0357143	0.357143	0.0357143	0.25	0.0357143
0.14	0.06	0.02	0.02	0.02	0.6	0.14
0.0227273	0.113636	0.204545	0.0454545	0.409091	0.113636	0.0909091
0.108911	0.683168	0.049505	0.019802	0.029703	0.0792079	0.029703
0.0454545	0.0454545	0.113636	0.136364	0.272727	0.340909	0.0454545
0.0285714	0.485714	0.0571429	0.0571429	0.0571429	0.257143	0.0571429
0.0638298	0.0851064	0.0851064	0.0425532	0.531915	0.12766	0.0638298
0.138889	0.166667	0.138889	0.0277778	0.361111	0.138889	0.0277778
0.0945946	0.0540541	0.0540541	0.0810811	0.0675676	0.27027	0.378378
0.0416667	0.0833333	0.125	0.229167	0.0416667	0.458333	0.0208333
0.25	0.0357143	0.107143	0.0714286	0.392857	0.107143	0.0357143
0.25	0.0625	0.0625	0.0625	0.125	0.1875	0.25
0.52381	0.047619	0.142857	0.047619	0.0952381	0.0952381	0.047619
0.48	0.12	0.04	0.08	0.04	0.16	0.08
0.0124224	0.0434783	0.0496894	0.0124224	0.00621118	0.378882	0.496894
0.872727	0.0181818	0.0181818	0.0181818	0.0181818	0.0363636	0.0181818
0.372881	0.101695	0.0169492	0.254237	0.0508475	0.135593	0.0677966
0.26087	0.0869565	0.173913	0.0434783	0.173913	0.217391	0.0434783
0.292308	0.138462	0.0307692	0.0153846	0.0153846	0.276923	0.230769
0.272727	0.136364	0.0454545	0.0454545	0.136364	0.181818	0.181818
0.0625	0.25	0.125	0.1875	0.125	0.1875	0.0625
0.173913	0.0434783	0.0434783	0.434783	0.130435	0.152174	0.0217391
0.378788	0.106061	0.151515	0.030303	0.0454545	0.227273	0.0606061
0.194444	0.0277778	0.138889	0.388889	0.138889	0.0833333	0.0277778
0.0909091	0.272727	0.0909091	0.0909091	0.0909091	0.0909091	0.272727
0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857
0.125	0.0625	0.0625	0.4375	0.125	0.125	0.0625
0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857
0.0697674	0.0930233	0.0697674	0.0465116	0.488372	0.209302	0.0232558
0.0681818	0.181818	0.25	0.181818	0.227273	0.0227273	0.0681818
0.296296	0.0740741	0.037037	0.037037	0.259259	0.259259	0.037037
0.0769231	0.034188	0.00854701	0.00854701	0.0512821	0.700855	0.119658
0.634921	0.015873	0.015873	0.047619	0.031746	0.222222	0.031746
0.333333	0.190476	0.0238095	0.047619	0.047619	0.285714	0.0714286
0.106383	0.0425532	0.0212766	0.191489	0.425532	0.170213	0.0425532
0.0408163	0.0306122	0.0102041	0.0204082	0.0102041	0.0102041	0.877551
0.333333	0.238095	0.047619	0.047619	0.0952381	0.142857	0.0952381
0.0153846	0.0615385	0.0230769	0.00769231	0.0230769	0.346154	0.523077
0.142857	0.285714	0.214286	0.0714286	0.142857	0.0714286	0.0714286
0.368421	0.0526316	0.0526316	0.0526316	0.157895	0.263158	0.0526316
0.2	0.0666667	0.0666667	0.133333	0.0666667	0.333333	0.133333
0.655518	0.0501672	0.0100334	0.00334448	0.0167224	0.254181	0.0100334
0.110701	0.0590406	0.0664207	0.00210859	0.682657	0.0664207	0.0126516
0.266667	0.0666667	0.133333	0.0666667	0.2	0.133333	0.133333
0.075	0.175	0.0166667	0.00833333	0.0333333	0.658333	0.0333333
0.339623	0.0754717	0.0377358	0.264151	0.0188679	0.226415	0.0377358
0.0197368	0.0592105	0.118421	0.00657895	0.589912	0.199561	0.00657895
0.470588	0.117647	0.0588235	0.0588235	0.0588235	0.0588235	0.176471
0.146673	0.0488142	0.00759843	0.000460511	0.00667741	0.384987	0.404789
0.4	0.2	0.0333333	0.0333333	0.1	0.2	0.0333333
0.0606061	0.0606061	0.30303	0.030303	0.121212	0.363636	0.0606061
0.230769	0.192308	0.153846	0.0769231	0.0384615	0.269231	0.0384615
0.0828402	0.0414201	0.0236686	0.00591716	0.0473373	0.39645	0.402367
0.0862069	0.155172	0.0517241	0.0172414	0.517241	0.155172	0.0172414
0.117647	0.117647	0.0588235	0.0294118	0.588235	0.0294118	0.0588235
0.0416667	0.0833333	0.0833333	0.208333	0.458333	0.0416667	0.0833333
0.105263	0.0263158	0.368421	0.0263158	0.394737	0.0526316	0.0263158
0.24	0.04	0.04	0.08	0.08	0.4	0.12
0.00684932	0.0479452	0.123288	0.00684932	0.00684932	0.267123	0.541096
0.184211	0.0263158	0.0263158	0.0526316	0.131579	0.394737	0.184211
0.422222	0.0222222	0.0888889	0.0222222	0.0888889	0.244444	0.111111
0.234043	0.494681	0.117021	0.0425532	0.0531915	0.0425532	0.0159574
0.190476	0.0793651	0.047619	0.031746	0.492063	0.142857	0.015873
0.630137	0.0410959	0.0136986	0.0273973	0.0547945	0.191781	0.0410959
0.142857	0.392857	0.0357143	0.0357143	0.0357143	0.321429	0.0357143
0.0465116	0.168605	0.444767	0.0174419	0.113372	0.0930233	0.116279
0.0305344	0.0534351	0.0610687	0.0152672	0.603053	0.229008	0.00763359
0.276557	0.113553	0.00915751	0.00549451	0.00549451	0.322344	0.267399
0.0526316	0.0526316	0.0526316	0.105263	0.578947	0.105263	0.0526316
0.534483	0.0258621	0.0172414	0.103448	0.137931	0.172414	0.00862069
0.44	0.02	0.1	0.22	0.14	0.06	0.02
0.191489	0.106383	0.0425532	0.0212766	0.531915	0.0851064	0.0212766
0.133929	0.0892857	0.0178571	0.0446429	0.00892857	0.5	0.205357
0.107692	0.0564103	0.0564103	0.517949	0.107692	0.14359	0.0102564
0.432432	0.0810811	0.0540541	0.027027	0.0540541	0.297297	0.0540541
0.275862	0.0689655	0.0172414	0.327586	0.12069	0.172414	0.0172414
0.0344828	0.172414	0.103448	0.137931	0.0689655	0.241379	0.241379
0.00980392	0.0686275	0.848039	0.00490196	0.0245098	0.00980392	0.0343137
0.0416667	0.145833	0.0416667	0.0208333	0.0416667	0.395833	0.3125
0.363636	0.0909091	0.0909091	0.0909091	0.0909091	0.181818	0.0909091
0.236111	0.131944	0.00694444	0.0138889	0.0902778	0.444444	0.0763889
0.0277778	0.0277778	0.0833333	0.0277778	0.638889	0.166667	0.0277778
0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857
0.047619	0.047619	0.285714	0.047619	0.380952	0.047619	0.142857
