0.0222222	0.0222222	0.111111	0.2	0.0666667	0.222222	0.222222	0.133333
0.0357143	0.0357143	0.142857	0.0714286	0.0357143	0.0714286	0.321429	0.285714
0.00353357	0.434629	0.0671378	0.123675	0.123675	0.0600707	0.0141343	0.173145
0.0740741	0.111111	0.37037	0.0740741	0.037037	0.0740741	0.222222	0.037037
0.00787402	0.023622	0.023622	0.291339	0.417323	0.00787402	0.015748	0.212598
0.0952381	0.047619	0.047619	0.190476	0.238095	0.047619	0.142857	0.190476
0.0357143	0.0714286	0.0714286	0.0357143	0.0357143	0.0357143	0.642857	0.0714286
0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
0.0172414	0.137931	0.0172414	0.241379	0.0172414	0.0689655	0.396552	0.103448
0.125	0.15625	0.015625	0.34375	0.09375	0.09375	0.03125	0.140625
0.0192308	0.0576923	0.115385	0.115385	0.0192308	0.0384615	0.480769	0.153846
0.0285714	0.285714	0.142857	0.171429	0.0285714	0.285714	0.0285714	0.0285714
0.0752688	0.0107527	0.0537634	0.290323	0.0107527	0.0537634	0.419355	0.0860215
0.0615385	0.2	0.0153846	0.184615	0.0615385	0.0307692	0.0153846	0.430769
0.0462633	0.181495	0.19573	0.288256	0.0284698	0.0355872	0.00355872	0.220641
0.0138889	0.159722	0.0902778	0.159722	0.0138889	0.0277778	0.527778	0.00694444
0.0869565	0.173913	0.130435	0.130435	0.0434783	0.0434783	0.304348	0.0869565
0.0588235	0.0392157	0.0196078	0.215686	0.0196078	0.0392157	0.529412	0.0784314
0.0217391	0.0217391	0.0217391	0.108696	0.0434783	0.565217	0.108696	0.108696
0.0136986	0.178082	0.0547945	0.328767	0.0136986	0.0547945	0.315068	0.0410959
0.016129	0.0322581	0.016129	0.193548	0.33871	0.0806452	0.016129	0.306452
0.0204082	0.0816327	0.489796	0.102041	0.122449	0.0204082	0.0816327	0.0816327
0.0392157	0.0392157	0.0196078	0.117647	0.137255	0.0392157	0.0196078	0.588235
0.111111	0.222222	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111
0.125	0.125	0.0208333	0.520833	0.104167	0.0416667	0.0208333	0.0416667
0.115385	0.153846	0.0384615	0.0384615	0.307692	0.0384615	0.0384615	0.269231
0.16	0.2	0.08	0.28	0.04	0.04	0.04	0.16
0.285714	0.142857	0.0714286	0.0714286	0.0714286	0.0714286	0.214286	0.0714286
0.0555556	0.166667	0.0555556	0.222222	0.222222	0.0555556	0.0555556	0.166667
0.00544959	0.00953678	0.0122616	0.0558583	0.896458	0.0027248	0.00817439	0.00953678
0.03125	0.0625	0.03125	0.125	0.0625	0.0625	0.3125	0.3125
0.0333333	0.0333333	0.0333333	0.0666667	0.0333333	0.133333	0.0333333	0.633333
0.0645161	0.225806	0.0483871	0.0483871	0.0967742	0.209677	0.193548	0.112903
0.09375	0.171875	0.0625	0.15625	0.015625	0.03125	0.03125	0.4375
0.0803571	0.0625	0.133929	0.25	0.0178571	0.116071	0.0178571	0.321429
0.00552486	0.0220994	0.00552486	0.20442	0.651934	0.00552486	0.00552486	0.0994475
0.157895	0.263158	0.157895	0.0526316	0.0526316	0.0526316	0.210526	0.0526316
0.0344828	0.0344828	0.0689655	0.310345	0.0344828	0.0344828	0.413793	0.0689655
0.0757576	0.121212	0.0606061	0.257576	0.0757576	0.136364	0.121212	0.151515
0.00277778	0.130556	0.583333	0.0166667	0.025	0.108333	0.0916667	0.0416667
0.0326087	0.0434783	0.0869565	0.380435	0.108696	0.0108696	0.0217391	0.315217
0.0752688	0.11828	0.0107527	0.408602	0.16129	0.0322581	0.0645161	0.129032
0.047619	0.0952381	0.285714	0.0952381	0.238095	0.0952381	0.047619	0.0952381
0.0434783	0.188406	0.0724638	0.231884	0.0144928	0.217391	0.057971	0.173913
0.00982801	0.036855	0.046683	0.14742	0.100737	0.017199	0.002457	0.638821
0.0102041	0.00510204	0.0102041	0.00510204	0.0459184	0.908163	0.0102041	0.00510204
0.0833333	0.0555556	0.0555556	0.194444	0.166667	0.222222	0.0277778	0.194444
0.00613497	0.226994	0.472393	0.184049	0.0490798	0.0184049	0.0306748	0.0122699
0.0810811	0.0540541	0.027027	0.378378	0.135135	0.027027	0.027027	0.27027
0.774194	0.0120968	0.00806452	0.133065	0.00403226	0.0201613	0.0201613	0.0282258
0.519231	0.0192308	0.0576923	0.230769	0.0576923	0.0192308	0.0192308	0.0769231
0.030303	0.030303	0.030303	0.212121	0.030303	0.0606061	0.575758	0.030303
0.0725806	0.310484	0.0766129	0.310484	0.0120968	0.0120968	0.169355	0.0362903
0.0215054	0.0860215	0.0645161	0.0752688	0.0322581	0.0107527	0.688172	0.0215054
0.481481	0.0740741	0.037037	0.0740741	0.148148	0.037037	0.037037	0.111111
0.232558	0.0697674	0.139535	0.0465116	0.209302	0.0465116	0.0930233	0.162791
0.0263158	0.0657895	0.0131579	0.328947	0.210526	0.0263158	0.0131579	0.315789
0.028169	0.0140845	0.028169	0.140845	0.267606	0.0140845	0.056338	0.450704
0.142857	0.25	0.0357143	0.0357143	0.0357143	0.0357143	0.107143	0.357143
0.0888889	0.0444444	0.0222222	0.288889	0.111111	0.288889	0.0222222	0.133333
0.0344828	0.103448	0.0344828	0.655172	0.0344828	0.0689655	0.0344828	0.0344828
0.0196078	0.0392157	0.0196078	0.529412	0.0980392	0.0392157	0.0196078	0.235294
0.0444444	0.2	0.155556	0.155556	0.0444444	0.111111	0.266667	0.0222222
0.0686275	0.107843	0.0686275	0.137255	0.0196078	0.421569	0.107843	0.0686275
0.111111	0.177778	0.2	0.266667	0.0222222	0.0222222	0.133333	0.0666667
0.0277778	0.194444	0.0277778	0.277778	0.0277778	0.305556	0.0833333	0.0555556
0.0416667	0.166667	0.125	0.104167	0.0208333	0.0208333	0.4375	0.0833333
0.0540541	0.108108	0.027027	0.108108	0.027027	0.108108	0.486486	0.0810811
0.0133333	0.0666667	0.04	0.293333	0.146667	0.04	0.106667	0.293333
0.0408163	0.142857	0.0816327	0.163265	0.0204082	0.0612245	0.0612245	0.428571
0.0344828	0.0689655	0.172414	0.137931	0.0344828	0.0344828	0.413793	0.103448
