0.255814	0.162791	0.302326	0.0465116	0.162791	0.0697674
0.307692	0.0769231	0.230769	0.115385	0.230769	0.0384615
0.00711744	0.0142349	0.106762	0.224199	0.622776	0.024911
0.08	0.04	0.68	0.08	0.08	0.04
0.048	0.008	0.088	0.48	0.272	0.104
0.157895	0.105263	0.0526316	0.368421	0.0526316	0.263158
0.730769	0.0769231	0.0384615	0.0384615	0.0769231	0.0384615
0.166667	0.166667	0.166667	0.166667	0.166667	0.166667
0.428571	0.0535714	0.0357143	0.178571	0.267857	0.0357143
0.0483871	0.306452	0.0322581	0.354839	0.145161	0.112903
0.26	0.06	0.36	0.06	0.24	0.02
0.121212	0.424242	0.181818	0.0909091	0.151515	0.030303
0.21978	0.032967	0.21978	0.032967	0.450549	0.043956
0.047619	0.031746	0.0952381	0.126984	0.380952	0.31746
0.0537634	0.11828	0.154122	0.329749	0.286738	0.0573477
0.697183	0.0704225	0.140845	0.0352113	0.0211268	0.0352113
0.380952	0.047619	0.380952	0.047619	0.0952381	0.047619
0.673469	0.0408163	0.0408163	0.0816327	0.142857	0.0204082
0.181818	0.522727	0.0227273	0.113636	0.136364	0.0227273
0.352113	0.15493	0.197183	0.15493	0.126761	0.0140845
0.0166667	0.0833333	0.0166667	0.316667	0.433333	0.133333
0.0425532	0.0212766	0.510638	0.297872	0.0638298	0.0638298
0.0204082	0.0408163	0.0204082	0.612245	0.285714	0.0204082
0.142857	0.142857	0.285714	0.142857	0.142857	0.142857
0.130435	0.0217391	0.0217391	0.521739	0.282609	0.0217391
0.0833333	0.166667	0.0416667	0.125	0.208333	0.375
0.304348	0.0434783	0.0434783	0.0869565	0.434783	0.0869565
0.5	0.0833333	0.0833333	0.0833333	0.0833333	0.166667
0.0625	0.5625	0.0625	0.1875	0.0625	0.0625
0.00956284	0.516393	0.0068306	0.172131	0.0191257	0.275956
0.2	0.0666667	0.166667	0.233333	0.3	0.0333333
0.0357143	0.0714286	0.0714286	0.0357143	0.75	0.0357143
0.166667	0.416667	0.183333	0.0333333	0.15	0.05
0.0322581	0.0322581	0.129032	0.0967742	0.645161	0.0645161
0.0363636	0.190909	0.154545	0.181818	0.427273	0.00909091
0.00558659	0.00558659	0.00558659	0.134078	0.217877	0.631285
0.647059	0.0588235	0.117647	0.0588235	0.0588235	0.0588235
0.518519	0.037037	0.111111	0.148148	0.148148	0.037037
0.09375	0.28125	0.171875	0.078125	0.28125	0.09375
0.0307263	0.0642458	0.790503	0.0111732	0.0977654	0.00558659
0.0111111	0.0111111	0.0111111	0.544444	0.355556	0.0666667
0.131868	0.043956	0.010989	0.538462	0.21978	0.0549451
0.0526316	0.105263	0.210526	0.0526316	0.263158	0.315789
0.149254	0.373134	0.0746269	0.253731	0.134328	0.0149254
0.0197531	0.0345679	0.0567901	0.365432	0.441975	0.0814815
0.0103093	0.0463918	0.0103093	0.0360825	0.0103093	0.886598
0.0588235	0.323529	0.0588235	0.411765	0.0882353	0.0588235
0.0745342	0.0621118	0.621118	0.0993789	0.130435	0.0124224
0.0571429	0.0571429	0.0571429	0.2	0.542857	0.0857143
0.731707	0.0487805	0.00406504	0.0325203	0.150407	0.0325203
0.54	0.02	0.04	0.24	0.14	0.02
0.612903	0.0322581	0.0322581	0.0645161	0.225806	0.0322581
0.573171	0.0162602	0.0853659	0.0934959	0.207317	0.0243902
0.725275	0.0549451	0.120879	0.021978	0.0549451	0.021978
0.36	0.24	0.04	0.2	0.08	0.08
0.170732	0.0243902	0.219512	0.097561	0.268293	0.219512
0.0135135	0.0405405	0.0675676	0.445946	0.405405	0.027027
0.101449	0.0144928	0.0144928	0.666667	0.15942	0.0434783
0.269231	0.153846	0.153846	0.269231	0.115385	0.0384615
0.0232558	0.488372	0.0465116	0.139535	0.27907	0.0232558
0.148148	0.148148	0.037037	0.333333	0.259259	0.0740741
0.0204082	0.0204082	0.0204082	0.469388	0.428571	0.0408163
0.0930233	0.0465116	0.511628	0.0930233	0.162791	0.0930233
0.03	0.63	0.08	0.09	0.16	0.01
0.162791	0.139535	0.209302	0.116279	0.325581	0.0465116
0.0588235	0.441176	0.0882353	0.205882	0.176471	0.0294118
0.521739	0.0217391	0.23913	0.0652174	0.130435	0.0217391
0.485714	0.0571429	0.2	0.114286	0.114286	0.0285714
0.0684932	0.0547945	0.0684932	0.287671	0.219178	0.30137
0.0425532	0.0425532	0.12766	0.0851064	0.638298	0.0638298
0.592593	0.037037	0.111111	0.185185	0.037037	0.037037
0.2	0.0666667	0.0666667	0.2	0.266667	0.2
0.55	0.05	0.05	0.05	0.2	0.1
0.375	0.208333	0.0416667	0.0416667	0.25	0.0833333
0.00625	0.00625	0.04375	0.35	0.33125	0.2625
0.740741	0.037037	0.0185185	0.0740741	0.111111	0.0185185
0.465517	0.0172414	0.0172414	0.103448	0.275862	0.12069
0.454545	0.0454545	0.136364	0.0454545	0.272727	0.0454545
0.03125	0.140625	0.0625	0.421875	0.328125	0.015625
0.190476	0.190476	0.0952381	0.047619	0.238095	0.238095
0.133333	0.266667	0.0666667	0.333333	0.133333	0.0666667
0.333333	0.0444444	0.0444444	0.0444444	0.177778	0.355556
0.184615	0.123077	0.107692	0.323077	0.246154	0.0153846
0.342857	0.0571429	0.142857	0.142857	0.2	0.114286
0.2	0.2	0.1	0.2	0.2	0.1
0.166667	0.166667	0.166667	0.166667	0.166667	0.166667
0.466667	0.0666667	0.133333	0.133333	0.133333	0.0666667
0.166667	0.166667	0.166667	0.166667	0.166667	0.166667
0.190476	0.0238095	0.333333	0.119048	0.309524	0.0238095
0.395349	0.162791	0.255814	0.0232558	0.0232558	0.139535
0.269231	0.153846	0.115385	0.153846	0.269231	0.0384615
0.0429185	0.00858369	0.00858369	0.407725	0.51073	0.0214592
0.5	0.016129	0.016129	0.177419	0.274194	0.016129
0.0243902	0.365854	0.0243902	0.121951	0.390244	0.0731707
0.652174	0.0217391	0.0217391	0.108696	0.0434783	0.152174
0.0206186	0.0103093	0.0206186	0.298969	0.0206186	0.628866
0.3	0.15	0.1	0.25	0.15	0.05
0.00775194	0.0155039	0.0232558	0.271318	0.217054	0.465116
0.307692	0.230769	0.153846	0.153846	0.0769231	0.0769231
0.444444	0.111111	0.0555556	0.222222	0.111111	0.0555556
0.0714286	0.142857	0.0714286	0.214286	0.357143	0.142857
0.473154	0.0033557	0.0033557	0.090604	0.422819	0.00671141
0.537975	0.05327	0.269515	0.0316456	0.101793	0.00580169
0.428571	0.0714286	0.142857	0.0714286	0.0714286	0.214286
0.0420168	0.12605	0.00840336	0.168067	0.638655	0.0168067
0.230769	0.0384615	0.0576923	0.25	0.384615	0.0384615
0.134066	0.0373626	0.584615	0.10989	0.12967	0.0043956
0.4375	0.1875	0.0625	0.0625	0.0625	0.1875
0.0142791	0.0400737	0.00690926	0.804468	0.116766	0.0175035
0.448276	0.172414	0.0344828	0.275862	0.0344828	0.0344828
0.03125	0.1875	0.21875	0.3125	0.21875	0.03125
0.2	0.16	0.04	0.16	0.4	0.04
0.047619	0.0535714	0.0178571	0.285714	0.327381	0.267857
0.421053	0.0175439	0.140351	0.0350877	0.368421	0.0175439
0.636364	0.121212	0.121212	0.030303	0.030303	0.0606061
0.565217	0.0434783	0.173913	0.0869565	0.0434783	0.0869565
0.0540541	0.0540541	0.702703	0.0810811	0.0540541	0.0540541
0.125	0.0833333	0.0833333	0.291667	0.333333	0.0833333
0.00689655	0.0827586	0.0482759	0.186207	0.303448	0.372414
0.162162	0.027027	0.0540541	0.243243	0.351351	0.162162
0.136364	0.136364	0.0681818	0.522727	0.113636	0.0227273
0.427807	0.117647	0.192513	0.0106952	0.240642	0.0106952
0.435484	0.0645161	0.0645161	0.016129	0.403226	0.016129
0.458333	0.152778	0.0138889	0.0972222	0.236111	0.0416667
0.0740741	0.37037	0.037037	0.185185	0.296296	0.037037
0.090379	0.349854	0.262391	0.03207	0.189504	0.0758017
0.484615	0.0307692	0.192308	0.00769231	0.276923	0.00769231
0.040367	0.0917431	0.012844	0.574312	0.187156	0.093578
0.555556	0.0555556	0.0555556	0.111111	0.111111	0.111111
0.547826	0.026087	0.00869565	0.208696	0.2	0.00869565
0.346939	0.0204082	0.265306	0.102041	0.142857	0.122449
0.695652	0.0217391	0.0652174	0.0434783	0.152174	0.0217391
0.045045	0.036036	0.018018	0.333333	0.513514	0.0540541
0.618557	0.0257732	0.0824742	0.0463918	0.164948	0.0618557
0.138889	0.0833333	0.0277778	0.222222	0.5	0.0277778
0.526316	0.0350877	0.0175439	0.0701754	0.333333	0.0175439
0.0357143	0.107143	0.142857	0.464286	0.142857	0.107143
0.0197044	0.044335	0.817734	0.0344828	0.0640394	0.0197044
0.0212766	0.0425532	0.0425532	0.255319	0.425532	0.212766
0.4	0.1	0.1	0.1	0.2	0.1
0.041958	0.125874	0.0559441	0.286713	0.461538	0.027972
0.457143	0.0285714	0.142857	0.0285714	0.314286	0.0285714
0.166667	0.166667	0.166667	0.166667	0.166667	0.166667
0.5	0.05	0.2	0.05	0.05	0.15
0.3	0.1	0.1	0.2	0.2	0.1
0.125	0.25	0.125	0.125	0.125	0.25
0.230769	0.0769231	0.230769	0.0769231	0.346154	0.0384615
0.45	0.05	0.15	0.05	0.25	0.05
0.275	0.025	0.125	0.175	0.375	0.025
0.0126582	0.405063	0.0253165	0.0506329	0.493671	0.0126582
0.0909091	0.00826446	0.280992	0.0909091	0.479339	0.0495868
0.0118343	0.00887574	0.00591716	0.183432	0.390533	0.399408
0.542857	0.0571429	0.0285714	0.0285714	0.314286	0.0285714
0.173913	0.0434783	0.026087	0.113043	0.617391	0.026087
0.0666667	0.0666667	0.0666667	0.533333	0.2	0.0666667
0.6	0.05	0.1	0.05	0.15	0.05
0.142857	0.142857	0.190476	0.047619	0.333333	0.142857
0.209677	0.016129	0.419355	0.0806452	0.258065	0.016129
0.166667	0.0555556	0.111111	0.0555556	0.333333	0.277778
0.0102041	0.0816327	0.0306122	0.173469	0.295918	0.408163
0.222222	0.111111	0.111111	0.111111	0.222222	0.222222
0.0555556	0.111111	0.0555556	0.277778	0.333333	0.166667
0.136364	0.0454545	0.272727	0.181818	0.318182	0.0454545
0.533333	0.133333	0.0666667	0.133333	0.0666667	0.0666667
0.0666667	0.0888889	0.0888889	0.222222	0.422222	0.111111
0.0632911	0.0253165	0.594937	0.0506329	0.164557	0.101266
0.166667	0.166667	0.166667	0.166667	0.166667	0.166667
0.436782	0.0114943	0.0689655	0.045977	0.37931	0.0574713
0.0323741	0.543165	0.028777	0.161871	0.230216	0.00359712
0.558824	0.0882353	0.117647	0.147059	0.0294118	0.0588235
0.0648148	0.037037	0.0277778	0.5	0.268519	0.101852
0.0434783	0.434783	0.173913	0.0434783	0.26087	0.0434783
0.148148	0.407407	0.037037	0.148148	0.222222	0.037037
0.0131579	0.0131579	0.0526316	0.0526316	0.368421	0.5
0.272727	0.272727	0.181818	0.0909091	0.0909091	0.0909091
0.0111111	0.0555556	0.0111111	0.0888889	0.822222	0.0111111
0.405405	0.0810811	0.0810811	0.189189	0.0540541	0.189189
0.0198675	0.0165563	0.192053	0.109272	0.360927	0.301325
0.0512821	0.025641	0.205128	0.179487	0.512821	0.025641
0.0387097	0.0129032	0.0365591	0.180645	0.288172	0.443011
0.445652	0.0434783	0.076087	0.0543478	0.369565	0.0108696
0.010929	0.469945	0.0382514	0.10929	0.360656	0.010929
0.0235294	0.0176471	0.0176471	0.358824	0.141176	0.441176
0.6	0.05	0.05	0.05	0.05	0.2
0.1	0.1	0.1	0.5	0.1	0.1
0.377778	0.0444444	0.166667	0.0333333	0.244444	0.133333
0.367232	0.0508475	0.0734463	0.141243	0.338983	0.0282486
