0.285714	0.309524	0.261905	0.047619	0.0952381
0.28	0.12	0.24	0.04	0.32
0.0214286	0.546429	0.132143	0.0285714	0.271429
0.125	0.0416667	0.708333	0.0416667	0.0833333
0.0403226	0.0564516	0.0967742	0.0887097	0.717742
0.166667	0.111111	0.0555556	0.222222	0.444444
0.76	0.04	0.08	0.04	0.08
0.2	0.2	0.2	0.2	0.2
0.418182	0.163636	0.127273	0.0363636	0.254545
0.131148	0.229508	0.0655738	0.131148	0.442623
0.346939	0.0408163	0.387755	0.0204082	0.204082
0.15625	0.46875	0.21875	0.0625	0.09375
0.288889	0.0222222	0.388889	0.0333333	0.266667
0.0806452	0.0967742	0.0645161	0.0806452	0.677419
0.0935252	0.190647	0.176259	0.0683453	0.471223
0.744681	0.113475	0.0992908	0.0212766	0.0212766
0.4	0.05	0.4	0.05	0.1
0.708333	0.0416667	0.0625	0.0208333	0.166667
0.186047	0.651163	0.0232558	0.0232558	0.116279
0.371429	0.185714	0.214286	0.0142857	0.214286
0.0338983	0.0508475	0.0169492	0.271186	0.627119
0.0434783	0.0217391	0.543478	0.0869565	0.304348
0.0208333	0.0625	0.0416667	0.0416667	0.833333
0.166667	0.166667	0.333333	0.166667	0.166667
0.155556	0.0222222	0.0666667	0.0444444	0.711111
0.130435	0.0434783	0.0434783	0.434783	0.347826
0.409091	0.136364	0.0454545	0.0909091	0.318182
0.545455	0.0909091	0.0909091	0.181818	0.0909091
0.2	0.0666667	0.0666667	0.266667	0.4
0.0136799	0.0779754	0.0259918	0.801642	0.0807114
0.206897	0.103448	0.206897	0.0689655	0.413793
0.037037	0.222222	0.037037	0.0740741	0.62963
0.152542	0.525424	0.20339	0.0847458	0.0338983
0.0819672	0.147541	0.245902	0.0655738	0.459016
0.0458716	0.412844	0.146789	0.0366972	0.357798
0.00561798	0.00561798	0.0168539	0.634831	0.337079
0.6875	0.0625	0.125	0.0625	0.0625
0.653846	0.0384615	0.0769231	0.0769231	0.153846
0.031746	0.253968	0.269841	0.126984	0.31746
0.0112045	0.176471	0.742297	0.0140056	0.0560224
0.011236	0.123596	0.011236	0.101124	0.752809
0.144444	0.0777778	0.0111111	0.0555556	0.711111
0.0555556	0.166667	0.333333	0.222222	0.222222
0.106061	0.454545	0.151515	0.0151515	0.272727
0.0247525	0.0990099	0.0792079	0.0519802	0.74505
0.00518135	0.0103627	0.0207254	0.958549	0.00518135
0.121212	0.363636	0.0606061	0.151515	0.30303
0.03125	0.1125	0.65	0.00625	0.2
0.0882353	0.0294118	0.0588235	0.0882353	0.735294
0.82449	0.0489796	0.00816327	0.00408163	0.114286
0.489796	0.0204082	0.142857	0.0408163	0.306122
0.833333	0.0666667	0.0333333	0.0333333	0.0333333
0.567347	0.0612245	0.138776	0.0122449	0.220408
0.711111	0.0666667	0.166667	0.0222222	0.0333333
0.541667	0.0833333	0.0833333	0.25	0.0416667
0.2	0.1	0.175	0.3	0.225
0.0273973	0.0273973	0.109589	0.0684932	0.767123
0.0735294	0.0147059	0.0294118	0.102941	0.779412
0.16	0.24	0.24	0.04	0.32
0.047619	0.619048	0.0238095	0.0238095	0.285714
0.346154	0.0769231	0.0384615	0.0384615	0.5
0.0208333	0.0416667	0.0416667	0.0833333	0.8125
0.119048	0.142857	0.47619	0.047619	0.214286
0.121212	0.727273	0.0505051	0.010101	0.0909091
0.285714	0.0952381	0.333333	0.0238095	0.261905
0.0606061	0.393939	0.181818	0.0606061	0.30303
0.533333	0.0222222	0.311111	0.0222222	0.111111
0.5	0.0882353	0.235294	0.0294118	0.147059
0.0972222	0.0972222	0.0694444	0.180556	0.555556
0.0217391	0.282609	0.0869565	0.152174	0.456522
0.5	0.0384615	0.230769	0.0384615	0.192308
0.142857	0.0714286	0.214286	0.142857	0.428571
0.631579	0.0526316	0.0526316	0.157895	0.105263
0.391304	0.217391	0.130435	0.0434783	0.217391
0.0188679	0.0754717	0.0251572	0.333333	0.54717
0.773585	0.0754717	0.0188679	0.0377358	0.0943396
0.684211	0.0526316	0.0526316	0.0175439	0.192982
0.52381	0.047619	0.142857	0.047619	0.238095
0.0634921	0.190476	0.047619	0.0793651	0.619048
0.2	0.2	0.1	0.2	0.3
0.357143	0.285714	0.0714286	0.0714286	0.214286
0.363636	0.0227273	0.0681818	0.227273	0.318182
0.1875	0.09375	0.3125	0.046875	0.359375
0.411765	0.117647	0.176471	0.147059	0.147059
0.222222	0.222222	0.111111	0.333333	0.111111
0.2	0.2	0.2	0.2	0.2
0.5	0.142857	0.142857	0.0714286	0.142857
0.2	0.2	0.2	0.2	0.2
0.268293	0.097561	0.390244	0.0243902	0.219512
0.52381	0.142857	0.238095	0.047619	0.047619
0.36	0.12	0.12	0.08	0.32
0.0560345	0.0948276	0.0215517	0.00431034	0.823276
0.540984	0.0327869	0.0327869	0.0163934	0.377049
0.05	0.4	0.025	0.075	0.45
0.8	0.0222222	0.0222222	0.111111	0.0444444
0.0520833	0.0520833	0.0104167	0.760417	0.125
0.473684	0.0526316	0.105263	0.105263	0.263158
0.0078125	0.0546875	0.015625	0.414062	0.507812
0.333333	0.0833333	0.333333	0.166667	0.0833333
0.588235	0.117647	0.0588235	0.0588235	0.176471
0.0769231	0.153846	0.0769231	0.230769	0.461538
0.538721	0.151515	0.010101	0.003367	0.296296
0.5219	0.0707124	0.321372	0.00686016	0.0791557
0.538462	0.0769231	0.153846	0.0769231	0.153846
0.0508475	0.194915	0.0169492	0.0254237	0.711864
0.294118	0.0196078	0.0392157	0.137255	0.509804
0.114537	0.0638767	0.610132	0.00440529	0.207048
0.466667	0.2	0.0666667	0.133333	0.133333
0.027413	0.0875374	0.0078323	0.0969823	0.780235
0.5	0.214286	0.0714286	0.0357143	0.178571
0.0645161	0.0967742	0.322581	0.193548	0.322581
0.291667	0.25	0.166667	0.0416667	0.25
0.0778443	0.0718563	0.0239521	0.299401	0.526946
0.5	0.125	0.267857	0.0178571	0.0892857
0.6875	0.0625	0.15625	0.0625	0.03125
0.454545	0.181818	0.227273	0.0454545	0.0909091
0.0555556	0.0277778	0.75	0.138889	0.0277778
0.26087	0.0434783	0.0869565	0.130435	0.478261
0.00694444	0.1875	0.0486111	0.416667	0.340278
0.166667	0.0555556	0.0555556	0.0833333	0.638889
0.186047	0.186047	0.139535	0.0697674	0.418605
0.204301	0.639785	0.0967742	0.00537634	0.0537634
0.606557	0.0655738	0.0819672	0.0327869	0.213115
0.577465	0.0422535	0.0140845	0.028169	0.338028
0.0769231	0.461538	0.0384615	0.0769231	0.346154
0.0760234	0.394737	0.312865	0.0964912	0.119883
0.434109	0.0542636	0.286822	0.0155039	0.209302
0.0900735	0.0955882	0.0128676	0.21875	0.582721
0.647059	0.0588235	0.0588235	0.117647	0.117647
0.666667	0.0438596	0.00877193	0.00877193	0.27193
0.333333	0.0625	0.291667	0.104167	0.208333
0.622222	0.0666667	0.244444	0.0222222	0.0444444
0.109091	0.0818182	0.0181818	0.00909091	0.781818
0.663212	0.0518135	0.0984456	0.00518135	0.181347
0.2	0.171429	0.0285714	0.0285714	0.571429
0.553571	0.25	0.0357143	0.0178571	0.142857
0.037037	0.222222	0.148148	0.185185	0.407407
0.0049505	0.168317	0.777228	0.0148515	0.0346535
0.0217391	0.0869565	0.0434783	0.217391	0.630435
0.444444	0.111111	0.111111	0.111111	0.222222
0.0492958	0.197183	0.0422535	0.0352113	0.676056
0.470588	0.0294118	0.205882	0.0294118	0.264706
0.2	0.2	0.2	0.2	0.2
0.473684	0.0526316	0.263158	0.157895	0.0526316
0.333333	0.111111	0.111111	0.111111	0.333333
0.142857	0.285714	0.142857	0.285714	0.142857
0.44	0.04	0.2	0.04	0.28
0.473684	0.105263	0.105263	0.0526316	0.263158
0.307692	0.025641	0.128205	0.0512821	0.487179
0.0128205	0.589744	0.0641026	0.0128205	0.320513
0.183333	0.191667	0.25	0.05	0.325
0.0118694	0.0445104	0.0118694	0.350148	0.581602
0.558824	0.0588235	0.176471	0.0588235	0.147059
0.368421	0.114035	0.0175439	0.00877193	0.491228
0.0714286	0.0714286	0.0714286	0.0714286	0.714286
0.631579	0.0526316	0.105263	0.105263	0.105263
0.3	0.35	0.1	0.05	0.2
0.213115	0.196721	0.327869	0.114754	0.147541
0.0588235	0.117647	0.176471	0.294118	0.352941
0.0103093	0.226804	0.0309278	0.43299	0.298969
0.25	0.125	0.125	0.25	0.25
0.0588235	0.411765	0.0588235	0.0588235	0.411765
0.333333	0.047619	0.380952	0.047619	0.190476
