0.0217391	0.26087	0.0434783	0.108696	0.0652174	0.0217391	0.130435	0.23913	0.108696
0.103448	0.0689655	0.206897	0.0689655	0.0344828	0.0344828	0.0344828	0.275862	0.172414
0.0105634	0.140845	0.0880282	0.102113	0.056338	0.00704225	0.383803	0.0528169	0.158451
0.0714286	0.0357143	0.0714286	0.107143	0.0357143	0.0357143	0.107143	0.464286	0.0714286
0.078125	0.0234375	0.0703125	0.0859375	0.460938	0.0078125	0.015625	0.0078125	0.25
0.0454545	0.136364	0.0454545	0.136364	0.181818	0.0454545	0.0909091	0.0454545	0.272727
0.0689655	0.0344828	0.0344828	0.0344828	0.0344828	0.0344828	0.0344828	0.655172	0.0689655
0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111
0.0847458	0.0169492	0.0169492	0.152542	0.0677966	0.0169492	0.152542	0.40678	0.0847458
0.0615385	0.0769231	0.0307692	0.276923	0.138462	0.0307692	0.138462	0.0307692	0.215385
0.0188679	0.0377358	0.0188679	0.132075	0.0188679	0.0566038	0.0377358	0.471698	0.207547
0.138889	0.388889	0.0833333	0.0555556	0.0277778	0.0555556	0.111111	0.111111	0.0277778
0.0531915	0.0212766	0.0531915	0.191489	0.0106383	0.0638298	0.0744681	0.468085	0.0638298
0.0606061	0.030303	0.030303	0.166667	0.121212	0.0151515	0.348485	0.0454545	0.181818
0.0638298	0.0851064	0.170213	0.20922	0.0567376	0.0106383	0.148936	0.0177305	0.237589
0.0137931	0.0206897	0.062069	0.0758621	0.0206897	0.0344828	0.2	0.537931	0.0344828
0.125	0.0833333	0.0416667	0.0416667	0.0416667	0.0416667	0.0416667	0.541667	0.0416667
0.0384615	0.0769231	0.0769231	0.153846	0.0576923	0.0192308	0.134615	0.384615	0.0576923
0.106383	0.553191	0.0425532	0.0212766	0.0212766	0.0212766	0.0425532	0.0638298	0.12766
0.0135135	0.0675676	0.0405405	0.243243	0.0135135	0.0405405	0.27027	0.283784	0.027027
0.015873	0.031746	0.015873	0.15873	0.31746	0.015873	0.015873	0.015873	0.412698
0.02	0.02	0.4	0.26	0.1	0.02	0.12	0.04	0.02
0.0192308	0.0384615	0.0192308	0.211538	0.0961538	0.0192308	0.0384615	0.0192308	0.538462
0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
0.0408163	0.0816327	0.0204082	0.428571	0.0408163	0.122449	0.142857	0.0204082	0.102041
0.0740741	0.148148	0.148148	0.037037	0.222222	0.037037	0.0740741	0.037037	0.222222
0.115385	0.0384615	0.0384615	0.115385	0.0384615	0.0384615	0.5	0.0384615	0.0769231
0.2	0.0666667	0.0666667	0.0666667	0.0666667	0.333333	0.0666667	0.0666667	0.0666667
0.0526316	0.157895	0.0526316	0.210526	0.263158	0.0526316	0.105263	0.0526316	0.0526316
0.00544218	0.00544218	0.0136054	0.0761905	0.873469	0.00136054	0.00680272	0.00408163	0.0136054
0.0606061	0.030303	0.0606061	0.0909091	0.030303	0.030303	0.030303	0.363636	0.30303
0.0322581	0.0645161	0.16129	0.0967742	0.0322581	0.0322581	0.0322581	0.0322581	0.516129
